Departamento,Town_Code,Codigo,Municipalities_Townships,Micro_Townships,Category,Size_Blocks,Year Founded,Resolution of the Founding,Originally separated from
Cesar,20 - 550,20 - 550 - 000,PELAYA,Pelaya,CM,154,1983,Ordenanza 4 de 1983,Tamalameque
Cesar,20 - 550,20 - 550 - 001,PELAYA,Costilla,C,56,,,
Cesar,20 - 550,20 - 550 - 012,PELAYA,San Bernardo,C,36,,,
Cesar,20 - 570,20 - 570 - 000,PUEBLO BELLO,Pueblo Bello,CM,93,1997,Ordenanza 037 de diciembre 10 de 1997,Valledupar
Cesar,20 - 570,20 - 570 - 001,PUEBLO BELLO,La Caja,CAS,,,,
Cesar,20 - 570,20 - 570 - 002,PUEBLO BELLO,Las Minas De Iracal,CAS,,,,
Cesar,20 - 570,20 - 570 - 003,PUEBLO BELLO,Palmarito (Nuevo Colón),CAS,38,,,
Cesar,20 - 570,20 - 570 - 004,PUEBLO BELLO,Nabusimake (San Sebastián),CAS,,,,
Cesar,20 - 614,20 - 614 - 000,RÍO DE ORO,Río De Oro,CM,99,1913,Ordenanza 10 del 8 de Enero de 1913,
Cesar,20 - 614,20 - 614 - 001,RÍO DE ORO,El M Arquéz,C,8,,,
Cesar,20 - 614,20 - 614 - 004,RÍO DE ORO,Los Angeles,C,24,,,
Cesar,20 - 614,20 - 614 - 006,RÍO DE ORO,Montecitos,C,15,,,
Cesar,20 - 614,20 - 614 - 010,RÍO DE ORO,Puerto Nuevo,C,5,,,
Cesar,20 - 614,20 - 614 - 012,RÍO DE ORO,Morrison,CAS,3,,,
Cesar,20 - 621,20 - 621 - 000,LA PAZ,Robles,CM,212,1935,Ordenananza 08 de 1935,
Cesar,20 - 621,20 - 621 - 001,LA PAZ,Los Encantos,C,,,,
Cesar,20 - 621,20 - 621 - 006,LA PAZ,San José Del Oriente,C,40,,,
Cesar,20 - 621,20 - 621 - 011,LA PAZ,Varas Blancas,C,15,,,
Cesar,20 - 621,20 - 621 - 012,LA PAZ,San José De Oriente (Betania),CAS,28,,,
Cesar,20 - 710,20 - 710 - 000,SAN ALBERTO,San Alberto,CM,185,1976,Ordenanza 003 del 19 de Noviembre de 1976,Rio De Oro
Cesar,20 - 710,20 - 710 - 001,SAN ALBERTO,La Llana,C,20,,,
Cesar,20 - 710,20 - 710 - 002,SAN ALBERTO,La Palma,C,8,,,
Cesar,20 - 710,20 - 710 - 005,SAN ALBERTO,Líbano,C,12,,,
Cesar,20 - 710,20 - 710 - 008,SAN ALBERTO,Puerto Carreño,C,10,,,
Cesar,20 - 710,20 - 710 - 009,SAN ALBERTO,La Carolina,CP,,,,
Cesar,20 - 710,20 - 710 - 010,SAN ALBERTO,La Trinidad,CP,,,,
Cesar,20 - 710,20 - 710 - 011,SAN ALBERTO,Los Ortegas,CP,,,,
Cesar,20 - 750,20 - 750 - 000,SAN DIEGO,San Diego,CM,172,1983,Ordenanza 19 de Noviembre 25 de 1983,La Paz (Robles)
Cesar,20 - 750,20 - 750 - 001,SAN DIEGO,Los Tupes,C,15,,,
Cesar,20 - 750,20 - 750 - 002,SAN DIEGO,Media Luna,C,80,,,
Cesar,20 - 750,20 - 750 - 005,SAN DIEGO,El Juncal,CAS,,,,
Cesar,20 - 750,20 - 750 - 006,SAN DIEGO,El Rincón,CAS,8,,,
Cesar,20 - 750,20 - 750 - 007,SAN DIEGO,Las Pitillas,C,10,,,
Cesar,20 - 750,20 - 750 - 009,SAN DIEGO,Los Brasiles,CAS,14,,,
Cesar,20 - 750,20 - 750 - 011,SAN DIEGO,Tocaimo,CAS,10,,,
Cesar,20 - 750,20 - 750 - 012,SAN DIEGO,Nuevas Flores,C,,,,
Cesar,20 - 770,20 - 770 - 000,SAN MARTÍN,San Martín,CM,112,1983,Ordenanza 15 de Noviembre 16 de 1983,"Río de Oro, Aguachica y San Alberto"
Cesar,20 - 770,20 - 770 - 001,SAN MARTÍN,Aguas Blancas,C,9,,,
Cesar,20 - 770,20 - 770 - 002,SAN MARTÍN,El Barro,CAS,,,,
Cesar,20 - 770,20 - 770 - 003,SAN MARTÍN,Minas,C,15,,,
Cesar,20 - 770,20 - 770 - 004,SAN MARTÍN,Puerto Oculto,C,7,,,
Cesar,20 - 770,20 - 770 - 005,SAN MARTÍN,San José De Las Américas,C,17,,,
Cesar,20 - 770,20 - 770 - 006,SAN MARTÍN,Candelia,CAS,9,,,
Cesar,20 - 770,20 - 770 - 007,SAN MARTÍN,Terraplen,CAS,29,,,
Cesar,20 - 770,20 - 770 - 008,SAN MARTÍN,La Curva,CAS,11,,,
Cesar,20 - 770,20 - 770 - 009,SAN MARTÍN,Torcoroma,CAS,6,,,
Cesar,20 - 770,20 - 770 - 010,SAN MARTÍN,Cuatro Bocas,C,4,,,
Cesar,20 - 770,20 - 770 - 011,SAN MARTÍN,Los Bagres,CAS,3,,,
Cesar,20 - 770,20 - 770 - 012,SAN MARTÍN,Pita Limón,CAS,4,,,
Cesar,20 - 770,20 - 770 - 013,SAN MARTÍN,Buenos Aires,CAS,,,,
Cesar,20 - 770,20 - 770 - 014,SAN MARTÍN,El Diviso,CAS,,,,
Cesar,20 - 770,20 - 770 - 015,SAN MARTÍN,Las Salinas,CAS,,,,
Cesar,20 - 787,20 - 787 - 000,TAMALAMEQUE,Tamalameque,CM,122,1915,Ordenanza 32 de 1915,
Cesar,20 - 787,20 - 787 - 001,TAMALAMEQUE,Palestina La Nueva,C,24,,,
Cesar,20 - 787,20 - 787 - 002,TAMALAMEQUE,La Boca,C,19,,,
Cesar,20 - 787,20 - 787 - 005,TAMALAMEQUE,Zapatosa,C,39,,,
Cesar,20 - 787,20 - 787 - 007,TAMALAMEQUE,Antequera,C,11,,,
Cesar,20 - 787,20 - 787 - 009,TAMALAMEQUE,Las Palmas,CAS,4,,,
Cesar,20 - 787,20 - 787 - 010,TAMALAMEQUE,San Bernardo,C,,,,
Cesar,20 - 787,20 - 787 - 011,TAMALAMEQUE,Las Brisas,CAS,8,,,
Cesar,20 - 787,20 - 787 - 012,TAMALAMEQUE,Pasacorriendo,CAS,8,,,
Cesar,20 - 787,20 - 787 - 013,TAMALAMEQUE,Pueblonuevo,CAS,16,,,
Cordoba,23 - 001,23 - 001 - 000,MONTERÍA,Montería,CM,3513,1777,Ordenanza 42 del 27 de Abril de 1923,
Cordoba,23 - 001,23 - 001 - 001,MONTERÍA,Buenos Aires,C,33,,,
Cordoba,23 - 001,23 - 001 - 002,MONTERÍA,Palotal,C,,,,
Cordoba,23 - 001,23 - 001 - 003,MONTERÍA,El Cerrito,C,31,,,
Cordoba,23 - 001,23 - 001 - 004,MONTERÍA,El Sabanal,C,13,,,
Cordoba,23 - 001,23 - 001 - 005,MONTERÍA,Guasimal,C,26,,,
Cordoba,23 - 001,23 - 001 - 006,MONTERÍA,Jaraquiel,C,,,,
Cordoba,23 - 001,23 - 001 - 007,MONTERÍA,La Manta,C,39,,,
Cordoba,23 - 001,23 - 001 - 008,MONTERÍA,Las Palomas,C,52,,,
Cordoba,23 - 001,23 - 001 - 009,MONTERÍA,Leticia,C,15,,,
Cordoba,23 - 001,23 - 001 - 010,MONTERÍA,Loma Verde,C,11,,,
Cordoba,23 - 001,23 - 001 - 011,MONTERÍA,Los Garzones,C,68,,,
Cordoba,23 - 001,23 - 001 - 012,MONTERÍA,Nuevo Paraíso,C,18,,,
Cordoba,23 - 001,23 - 001 - 013,MONTERÍA,Nueva Lucía,C,17,,,
Cordoba,23 - 001,23 - 001 - 014,MONTERÍA,Patio Bonito,C,10,,,
Cordoba,23 - 001,23 - 001 - 015,MONTERÍA,San Isidro,C,14,,,
Cordoba,23 - 001,23 - 001 - 016,MONTERÍA,Pueblo Buho,C,26,,,
Cordoba,23 - 001,23 - 001 - 017,MONTERÍA,San Anterito,C,22,,,
Cordoba,23 - 001,23 - 001 - 018,MONTERÍA,Santa Clara,C,17,,,
Cordoba,23 - 001,23 - 001 - 019,MONTERÍA,Santa Isabel,C,27,,,
Cordoba,23 - 001,23 - 001 - 020,MONTERÍA,Santa Lucía,C,36,,,
Cordoba,23 - 001,23 - 001 - 021,MONTERÍA,Tres Palmas,C,27,,,
Cordoba,23 - 001,23 - 001 - 022,MONTERÍA,Tres Piedras,C,27,,,
Cordoba,23 - 001,23 - 001 - 028,MONTERÍA,El Barsal,CAS,,,,
Cordoba,23 - 001,23 - 001 - 030,MONTERÍA,El Cocuelo,CAS,,,,
Cordoba,23 - 001,23 - 001 - 031,MONTERÍA,Martinica,C,18,,,
Cordoba,23 - 001,23 - 001 - 032,MONTERÍA,Guateque,C,8,,,
Cordoba,23 - 001,23 - 001 - 033,MONTERÍA,Tenerife,CAS,,,,
Cordoba,23 - 001,23 - 001 - 034,MONTERÍA,La Victoria,C,13,,,
Cordoba,23 - 001,23 - 001 - 035,MONTERÍA,Morindó Central,C,8,,,
Cordoba,23 - 001,23 - 001 - 036,MONTERÍA,Boca De La Ceiba,CP,7,,,
Cordoba,23 - 001,23 - 001 - 037,MONTERÍA,Broquelito,CP,6,,,
Cordoba,23 - 001,23 - 001 - 038,MONTERÍA,El Limón,CP,6,,,
Cordoba,23 - 001,23 - 001 - 039,MONTERÍA,El Quince,CP,5,,,
Cordoba,23 - 001,23 - 001 - 040,MONTERÍA,El Vidrial,CP,20,,,
Cordoba,23 - 001,23 - 001 - 041,MONTERÍA,Ensenada De La Hamaca,CP,8,,,
Cordoba,23 - 001,23 - 001 - 042,MONTERÍA,Galilea,CP,5,,,
Cordoba,23 - 001,23 - 001 - 043,MONTERÍA,La Esperanza,CP,8,,,
Cordoba,23 - 001,23 - 001 - 044,MONTERÍA,La Florida,CP,3,,,
Cordoba,23 - 001,23 - 001 - 045,MONTERÍA,Maquencal,CP,,,,
Cordoba,23 - 001,23 - 001 - 046,MONTERÍA,Maracayo,CP,9,,,
Cordoba,23 - 001,23 - 001 - 047,MONTERÍA,Matamoros,CP,5,,,
Cordoba,23 - 001,23 - 001 - 048,MONTERÍA,Mochilas,CP,6,,,
Cordoba,23 - 001,23 - 001 - 049,MONTERÍA,Nuevos Horizontes,CP,19,,,
Cordoba,23 - 001,23 - 001 - 050,MONTERÍA,Palmito Picao,CP,6,,,
Cordoba,23 - 001,23 - 001 - 051,MONTERÍA,Pereira,CP,11,,,
Cordoba,23 - 001,23 - 001 - 052,MONTERÍA,Villavicencio,CP,10,,,
Cordoba,23 - 001,23 - 001 - 053,MONTERÍA,Ya La Lleva,CP,3,,,
Cordoba,23 - 001,23 - 001 - 054,MONTERÍA,Agua Vivas,CP,,,,
Cordoba,23 - 001,23 - 001 - 064,MONTERÍA,La Poza,CP,,,,
Cordoba,23 - 001,23 - 001 - 067,MONTERÍA,Piñalito,CP,,,,
Cordoba,23 - 001,23 - 001 - 068,MONTERÍA,El Doce,CP,,,,
Cordoba,23 - 001,23 - 001 - 069,MONTERÍA,Pueblo Seco,CP,,,,
Cordoba,23 - 001,23 - 001 - 070,MONTERÍA,San Francisco,CP,,,,
Cordoba,23 - 001,23 - 001 - 071,MONTERÍA,Villa Cielo,CP,,,,
Cordoba,23 - 068,23 - 068 - 000,AYAPEL,Ayapel,CM,368,1923,Ordenanza 42 del 27 de Abril de 1923,
Cordoba,23 - 068,23 - 068 - 001,AYAPEL,Alfonso López,C,,,,
Cordoba,23 - 068,23 - 068 - 003,AYAPEL,Cecilia,C,13,,,
Cordoba,23 - 068,23 - 068 - 004,AYAPEL,El Cedro,C,30,,,
Cordoba,23 - 068,23 - 068 - 006,AYAPEL,Nariño,C,8,,,
Cordoba,23 - 068,23 - 068 - 007,AYAPEL,Palotal,C,47,,,
Cordoba,23 - 068,23 - 068 - 009,AYAPEL,Sincelejito,C,3,,,
Cordoba,23 - 068,23 - 068 - 012,AYAPEL,Marralú,C,19,,,
Cordoba,23 - 068,23 - 068 - 014,AYAPEL,Pueblo Nuevo (Popales),C,24,,,
Cordoba,23 - 068,23 - 068 - 015,AYAPEL,Las Delicias,CAS,11,,,
Cordoba,23 - 079,23 - 079 - 000,BUENAVISTA,Buenavista,CM,85,1969,Ordenanza 10 de Diciembre de 1969,Ayapel
Cordoba,23 - 079,23 - 079 - 001,BUENAVISTA,Tierra Santa,C,14,,,
Cordoba,23 - 079,23 - 079 - 002,BUENAVISTA,Villa Fátima,C,43,,,
Cordoba,23 - 079,23 - 079 - 003,BUENAVISTA,Belén,C,16,,,
Cordoba,23 - 079,23 - 079 - 004,BUENAVISTA,Nueva Estación,C,16,,,
Cordoba,23 - 079,23 - 079 - 005,BUENAVISTA,Puerto Cordoba,C,18,,,
Cordoba,23 - 079,23 - 079 - 006,BUENAVISTA,El Paraíso,C,,,,
Cordoba,23 - 079,23 - 079 - 007,BUENAVISTA,Cotorra,CAS,,,,
Cordoba,23 - 079,23 - 079 - 008,BUENAVISTA,Ciénaga De Sambo,CAS,,,,
Cordoba,23 - 079,23 - 079 - 009,BUENAVISTA,Costa Rica,CAS,,,,
Cordoba,23 - 079,23 - 079 - 010,BUENAVISTA,Mejor Esquina,C,5,,,
Cordoba,23 - 079,23 - 079 - 012,BUENAVISTA,El Viajano,C,4,,,
Cordoba,23 - 079,23 - 079 - 014,BUENAVISTA,Veracruz,CAS,5,,,
Cordoba,23 - 079,23 - 079 - 015,BUENAVISTA,Santa Clara,C,2,,,
Cordoba,23 - 079,23 - 079 - 016,BUENAVISTA,Santa Fe Del Arcial,C,,,,
Cordoba,23 - 079,23 - 079 - 017,BUENAVISTA,Coyongo,CP,,,,
Cordoba,23 - 079,23 - 079 - 018,BUENAVISTA,Las Cruces,CP,,,,
Cordoba,23 - 079,23 - 079 - 019,BUENAVISTA,Las Marías,CP,,,,
Cordoba,23 - 079,23 - 079 - 021,BUENAVISTA,Tequendama,CP,,,,
Cordoba,23 - 090,23 - 090 - 000,CANALETE,Canalete,CM,42,1978,Ordenanza 28 de 1978,Montería y Los Cordobas
Cordoba,23 - 090,23 - 090 - 001,CANALETE,El Limón,C,7,,,
Cordoba,23 - 090,23 - 090 - 002,CANALETE,Popayán,C,27,,,
Cordoba,23 - 090,23 - 090 - 007,CANALETE,Cadillo,C,,,,
Cordoba,23 - 090,23 - 090 - 008,CANALETE,Cordobita Central,C,,,,
Cordoba,23 - 090,23 - 090 - 009,CANALETE,Cordobita Frontera,C,,,,
Cordoba,23 - 090,23 - 090 - 013,CANALETE,El Guineo,C,,,,
Cordoba,23 - 090,23 - 090 - 014,CANALETE,La Alcancia,CAS,,,,
Cordoba,23 - 090,23 - 090 - 016,CANALETE,La Lorenza,CAS,,,,
Cordoba,23 - 090,23 - 090 - 019,CANALETE,Pueblo Mono,CAS,,,,
Cordoba,23 - 090,23 - 090 - 020,CANALETE,Tierradentro,C,,,,
Cordoba,23 - 090,23 - 090 - 021,CANALETE,Urango,C,,,,
Cordoba,23 - 090,23 - 090 - 022,CANALETE,Buenos Aires (Las Pavas),C,9,,,
Cordoba,23 - 090,23 - 090 - 023,CANALETE,El Tomate,C,5,,,
Cordoba,23 - 090,23 - 090 - 024,CANALETE,Si Se Van,C,,,,
Cordoba,23 - 162,23 - 162 - 000,CERETÉ,Cereté,CM,570,1923,,
Cordoba,23 - 162,23 - 162 - 001,CERETÉ,Martínez,C,22,,,
Cordoba,23 - 162,23 - 162 - 002,CERETÉ,Mateo Gómez,C,54,,,
Cordoba,23 - 162,23 - 162 - 003,CERETÉ,Rabolargo,C,25,,,
Cordoba,23 - 162,23 - 162 - 004,CERETÉ,Severa,C,14,,,
Cordoba,23 - 162,23 - 162 - 005,CERETÉ,Cuero Curtido,C,4,,,
Cordoba,23 - 162,23 - 162 - 006,CERETÉ,Retiro De Los Indios,C,54,,,
Cordoba,23 - 162,23 - 162 - 012,CERETÉ,San Antonio,CAS,,,,
Cordoba,23 - 162,23 - 162 - 018,CERETÉ,El Quemado,CAS,,,,
Cordoba,23 - 162,23 - 162 - 020,CERETÉ,Los Venados,CAS,,,,
Cordoba,23 - 162,23 - 162 - 024,CERETÉ,Tres Maria,C,,,,
Cordoba,23 - 162,23 - 162 - 025,CERETÉ,Buenavista Del Retiro,CP,,,,
Cordoba,23 - 162,23 - 162 - 026,CERETÉ,Buenavista El Quemado,CP,,,,
Cordoba,23 - 162,23 - 162 - 027,CERETÉ,El Carmen,CP,,,,
Cordoba,23 - 162,23 - 162 - 028,CERETÉ,Oriente,CP,,,,
Cordoba,23 - 162,23 - 162 - 029,CERETÉ,Playarica,CP,,,,
Cordoba,23 - 162,23 - 162 - 030,CERETÉ,Venado/Campanito,C,,,,
Cordoba,23 - 168,23 - 168 - 000,CHIMÁ,Chimá,CM,57,1927,,
Cordoba,23 - 168,23 - 168 - 001,CHIMÁ,Arache,C,57,,,
Cordoba,23 - 168,23 - 168 - 002,CHIMÁ,Campo Bello,C,18,,,
Cordoba,23 - 168,23 - 168 - 003,CHIMÁ,Carolina,C,,,,
Cordoba,23 - 168,23 - 168 - 004,CHIMÁ,Corozalito,C,,,,
Cordoba,23 - 168,23 - 168 - 005,CHIMÁ,Punta Verde,C,,,,
Cordoba,23 - 168,23 - 168 - 006,CHIMÁ,Sitio Viejo,C,29,,,
Cordoba,23 - 168,23 - 168 - 008,CHIMÁ,Sabanacosta,CAS,1,,,
Cordoba,23 - 168,23 - 168 - 009,CHIMÁ,La Laguna,CAS,,,,
Cordoba,23 - 168,23 - 168 - 010,CHIMÁ,Corralito,CAS,,,,
Cordoba,23 - 168,23 - 168 - 013,CHIMÁ,Las Delicias,CAS,,,,
Cordoba,23 - 168,23 - 168 - 014,CHIMÁ,Pimental,C,,,,
Cordoba,23 - 168,23 - 168 - 015,CHIMÁ,Sabanal,CAS,,,,
Cordoba,23 - 182,23 - 182 - 000,CHINÚ,Chinú,CM,250,1534,Ordenanza 42 del 27 de Abril de 1923,
Cordoba,23 - 182,23 - 182 - 001,CHINÚ,Aguas Vivas,C,,,,
Cordoba,23 - 182,23 - 182 - 002,CHINÚ,Cacaotal,C,15,,,
Cordoba,23 - 182,23 - 182 - 003,CHINÚ,Carbonero,C,5,,,
Cordoba,23 - 182,23 - 182 - 004,CHINÚ,El Pital,C,,,,
Cordoba,23 - 182,23 - 182 - 005,CHINÚ,Heredia,C,10,,,
Cordoba,23 - 182,23 - 182 - 006,CHINÚ,Los Angeles,C,5,,,
Cordoba,23 - 182,23 - 182 - 007,CHINÚ,Nuevo Oriente,C,4,,,
Cordoba,23 - 182,23 - 182 - 008,CHINÚ,San Mateo,C,6,,,
Cordoba,23 - 182,23 - 182 - 009,CHINÚ,San Rafael,C,6,,,
Cordoba,23 - 182,23 - 182 - 010,CHINÚ,Santa Cecilia,C,,,,
Cordoba,23 - 182,23 - 182 - 011,CHINÚ,Santa Fe,C,3,,,
Cordoba,23 - 182,23 - 182 - 012,CHINÚ,Santa Rosa,C,16,,,
Cordoba,23 - 182,23 - 182 - 013,CHINÚ,Flechas Sevilla,C,6,,,
Cordoba,23 - 182,23 - 182 - 014,CHINÚ,Tierra Grata,C,,,,
Cordoba,23 - 182,23 - 182 - 015,CHINÚ,Flechas Sabanas,C,12,,,
Cordoba,23 - 182,23 - 182 - 016,CHINÚ,Garbado,C,,,,
Cordoba,23 - 182,23 - 182 - 017,CHINÚ,La Panamá,C,2,,,
Cordoba,23 - 182,23 - 182 - 018,CHINÚ,La Pilona,C,,,,
Cordoba,23 - 182,23 - 182 - 019,CHINÚ,Retiro De Los Pérez,C,6,,,
Cordoba,23 - 182,23 - 182 - 020,CHINÚ,Andalucía,C,3,,,
Cordoba,23 - 182,23 - 182 - 021,CHINÚ,Los Algarrobos,C,,,,
Cordoba,23 - 182,23 - 182 - 022,CHINÚ,El Tigre,C,,,,
Cordoba,23 - 182,23 - 182 - 023,CHINÚ,Palmital,C,,,,
Cordoba,23 - 182,23 - 182 - 024,CHINÚ,Villa Fátima,C,,,,
Cordoba,23 - 182,23 - 182 - 026,CHINÚ,Chorrillo,C,,,,
Cordoba,23 - 182,23 - 182 - 027,CHINÚ,El Deseo,C,,,,
Cordoba,23 - 182,23 - 182 - 028,CHINÚ,Arrimadero,C,,,,
Cordoba,23 - 182,23 - 182 - 029,CHINÚ,Boca De Monte,C,,,,
Cordoba,23 - 182,23 - 182 - 030,CHINÚ,Ceja Grande,C,,,,
Cordoba,23 - 182,23 - 182 - 031,CHINÚ,Paraíso,C,,,,
Cordoba,23 - 182,23 - 182 - 032,CHINÚ,Las Lomas,C,,,,
Cordoba,23 - 182,23 - 182 - 033,CHINÚ,Las Jarabas,C,,,,
Cordoba,23 - 182,23 - 182 - 034,CHINÚ,Noviembrea,C,,,,
Cordoba,23 - 182,23 - 182 - 035,CHINÚ,Pajonal,C,,,,
Cordoba,23 - 182,23 - 182 - 036,CHINÚ,Pisa Bonito,C,,,,
Cordoba,23 - 182,23 - 182 - 037,CHINÚ,San Quirre,C,,,,
Cordoba,23 - 182,23 - 182 - 038,CHINÚ,El Brillante,CAS,,,,
Cordoba,23 - 182,23 - 182 - 039,CHINÚ,El Orozco,CAS,,,,
Cordoba,23 - 182,23 - 182 - 040,CHINÚ,Floral,CAS,,,,
Cordoba,23 - 182,23 - 182 - 041,CHINÚ,Lomas De Piedra,CAS,,,,
Cordoba,23 - 182,23 - 182 - 042,CHINÚ,Termoelectrica,C,,,,
Cordoba,23 - 182,23 - 182 - 043,CHINÚ,Bajo De Piedra,CP,,,,
Cordoba,23 - 182,23 - 182 - 044,CHINÚ,Bleo,CP,,,,
Cordoba,23 - 182,23 - 182 - 045,CHINÚ,Cañahuate,CP,,,,
Cordoba,23 - 182,23 - 182 - 046,CHINÚ,Canoa,CP,,,,
Cordoba,23 - 182,23 - 182 - 047,CHINÚ,El Trébol,CP,,,,
Cordoba,23 - 182,23 - 182 - 048,CHINÚ,Jaraba,CP,,,,
Cordoba,23 - 182,23 - 182 - 049,CHINÚ,Jericó,CP,,,,
Cordoba,23 - 182,23 - 182 - 050,CHINÚ,Piñuelas,CP,,,,
Cordoba,23 - 182,23 - 182 - 051,CHINÚ,Raicero,CP,,,,
Cordoba,23 - 182,23 - 182 - 052,CHINÚ,Raizal,CP,,,,
Cordoba,23 - 189,23 - 189 - 000,CIÉNAGA DE ORO,Ciénaga De Oro,CM,385,1923,,
Cordoba,23 - 189,23 - 189 - 001,CIÉNAGA DE ORO,Berástegui,C,44,,,
Cordoba,23 - 189,23 - 189 - 002,CIÉNAGA DE ORO,El Siglo,C,,,,
Cordoba,23 - 189,23 - 189 - 003,CIÉNAGA DE ORO,Laguneta,C,23,,,
Cordoba,23 - 189,23 - 189 - 004,CIÉNAGA DE ORO,Los Mimbres,C,,,,
Cordoba,23 - 189,23 - 189 - 005,CIÉNAGA DE ORO,Punta De Yáñez,C,24,,,
Cordoba,23 - 189,23 - 189 - 006,CIÉNAGA DE ORO,Santiago Del Sur,C,,,,
Cordoba,23 - 189,23 - 189 - 007,CIÉNAGA DE ORO,Puerto De La Cruz,CAS,7,,,
Cordoba,23 - 189,23 - 189 - 008,CIÉNAGA DE ORO,Malagana,CAS,,,,
Cordoba,23 - 189,23 - 189 - 010,CIÉNAGA DE ORO,Charcón,CAS,,,,
Cordoba,23 - 189,23 - 189 - 011,CIÉNAGA DE ORO,El Bobo,CAS,,,,
Cordoba,23 - 189,23 - 189 - 014,CIÉNAGA DE ORO,Salguero,CAS,,,,
Cordoba,23 - 189,23 - 189 - 015,CIÉNAGA DE ORO,Los Venados,CAS,,,,
Cordoba,23 - 189,23 - 189 - 016,CIÉNAGA DE ORO,El Salado,CAS,,,,
Cordoba,23 - 189,23 - 189 - 018,CIÉNAGA DE ORO,Las Piedras,CAS,,,,
Cordoba,23 - 189,23 - 189 - 019,CIÉNAGA DE ORO,Pijiguayal,C,10,,,
Cordoba,23 - 189,23 - 189 - 020,CIÉNAGA DE ORO,La Barra,CAS,,,,
Cordoba,23 - 189,23 - 189 - 021,CIÉNAGA DE ORO,Santiago Pobre,CAS,12,,,
Cordoba,23 - 189,23 - 189 - 023,CIÉNAGA DE ORO,San Antonio Del Táchira,C,13,,,
Cordoba,23 - 189,23 - 189 - 024,CIÉNAGA DE ORO,Rosa Vieja,CAS,16,,,
Cordoba,23 - 189,23 - 189 - 025,CIÉNAGA DE ORO,Las Palmitas,C,12,,,
Cordoba,23 - 189,23 - 189 - 026,CIÉNAGA DE ORO,Las Palmas,CAS,,,,
Cordoba,23 - 189,23 - 189 - 027,CIÉNAGA DE ORO,El Higal,CAS,,,,
Cordoba,23 - 189,23 - 189 - 028,CIÉNAGA DE ORO,Las Balsas,CAS,,,,
Cordoba,23 - 189,23 - 189 - 029,CIÉNAGA DE ORO,Egipto,CAS,7,,,
Cordoba,23 - 189,23 - 189 - 030,CIÉNAGA DE ORO,Barro Prieto,CAS,,,,
Cordoba,23 - 189,23 - 189 - 031,CIÉNAGA DE ORO,El Guáimaro,CAS,,,,
Cordoba,23 - 189,23 - 189 - 032,CIÉNAGA DE ORO,El Templo,CAS,,,,
Cordoba,23 - 189,23 - 189 - 033,CIÉNAGA DE ORO,La Arena,CAS,,,,
Cordoba,23 - 189,23 - 189 - 034,CIÉNAGA DE ORO,La Draga,CAS,,,,
Cordoba,23 - 189,23 - 189 - 035,CIÉNAGA DE ORO,La Gloria,CAS,,,,
Cordoba,23 - 189,23 - 189 - 036,CIÉNAGA DE ORO,La Saca,CAS,,,,
Cordoba,23 - 189,23 - 189 - 037,CIÉNAGA DE ORO,Las Palomas,CAS,,,,
Cordoba,23 - 189,23 - 189 - 038,CIÉNAGA DE ORO,Mayoría,CAS,,,,
Cordoba,23 - 189,23 - 189 - 039,CIÉNAGA DE ORO,Noche Azul,CAS,,,,
Cordoba,23 - 189,23 - 189 - 040,CIÉNAGA DE ORO,Playa Blanca,CAS,,,,
Cordoba,23 - 189,23 - 189 - 041,CIÉNAGA DE ORO,Poza Redonda,CAS,,,,
Cordoba,23 - 189,23 - 189 - 042,CIÉNAGA DE ORO,Santiago Arriba,CAS,,,,
Cordoba,23 - 189,23 - 189 - 043,CIÉNAGA DE ORO,Venado Central,CAS,,,,
Cordoba,23 - 300,23 - 300 - 000,COTORRA,Cotorra,CM,21,1997,Ordenanza 03 de Abril 8 de 1997,Lorica Y San Pelayo
Cordoba,23 - 300,23 - 300 - 001,COTORRA,El Bongo,C,14,,,Ayapel Y Montelíbano
Cordoba,23 - 300,23 - 300 - 007,COTORRA,Villa Nueva,CAS,,,,
Cordoba,23 - 300,23 - 300 - 009,COTORRA,Guayabal,CAS,,,,
Cordoba,23 - 300,23 - 300 - 010,COTORRA,El Binde,CAS,,,,
Cordoba,23 - 300,23 - 300 - 017,COTORRA,Sabanal,CAS,,,,
Cordoba,23 - 300,23 - 300 - 021,COTORRA,San José,CP,,,,
Cordoba,23 - 300,23 - 300 - 022,COTORRA,Chamarra,CP,,,,
Cordoba,23 - 300,23 - 300 - 023,COTORRA,El Vivero,CP,,,,
Cordoba,23 - 300,23 - 300 - 024,COTORRA,Montón,CP,,,,
Cordoba,23 - 300,23 - 300 - 025,COTORRA,Playas Del Campano,CP,,,,
Cordoba,23 - 300,23 - 300 - 026,COTORRA,Pueblo Nuevo,CP,,,,
Cordoba,23 - 300,23 - 300 - 027,COTORRA,San Pablo,CP,,,,
Cordoba,23 - 350,23 - 350 - 000,LA APARTADA,La Apartada Y La Frontera,CM,125,1997,Ordenanza 07 de mayo 6 de 1997,Ayapel y Montelíbano
Cordoba,23 - 350,23 - 350 - 001,LA APARTADA,Margen Izquierda De Puerto Cordoba,C,,,,
Cordoba,23 - 350,23 - 350 - 002,LA APARTADA,Margen Izquierda De Campo Alegre,C,,,,
Cordoba,23 - 350,23 - 350 - 003,LA APARTADA,La Balsa,C,6,,,
Cordoba,23 - 350,23 - 350 - 004,LA APARTADA,Nuevo Pueblo,CAS,,,,
