Departamento,Town_Code,Codigo,Municipalities_Townships,Micro_Townships,Category,Size_Blocks,Year Founded,Resolution of the Founding,Originally separated from
Bolivar,13 - 600,13 - 600 - 011,RÍO VIEJO,Macedonia,CP,,,,
Bolivar,13 - 600,13 - 600 - 012,RÍO VIEJO,Olivares,CP,,,,
Bolivar,13 - 600,13 - 600 - 013,RÍO VIEJO,Santa Helena,CP,,,,
Bolivar,13 - 620,13 - 620 - 000,SAN CRISTÓBAL,San Cristóbal,CM,115,1996,Ordenanza 36 de febrero 1 de 1996,Soplaviento
Bolivar,13 - 620,13 - 620 - 001,SAN CRISTÓBAL,Higueretal,C,50,,,
Bolivar,13 - 620,13 - 620 - 002,SAN CRISTÓBAL,Las Cruces,CAS,10,,,
Bolivar,13 - 647,13 - 647 - 000,SAN ESTANISLAO,San Estanislao De Kostka,CM,153,1936,,
Bolivar,13 - 647,13 - 647 - 001,SAN ESTANISLAO,Bayano,C,14,,,
Bolivar,13 - 647,13 - 647 - 002,SAN ESTANISLAO,Las Piedras,C,76,,,
Bolivar,13 - 650,13 - 650 - 000,SAN FERNANDO,San Fernando,CM,20,1832,,
Bolivar,13 - 650,13 - 650 - 001,SAN FERNANDO,Guasimal,C,36,,,
Bolivar,13 - 650,13 - 650 - 002,SAN FERNANDO,Menchiquejo,C,21,,,
Bolivar,13 - 650,13 - 650 - 004,SAN FERNANDO,Punta De Hornos,C,5,,,
Bolivar,13 - 650,13 - 650 - 005,SAN FERNANDO,Santa Rosa,C,28,,,
Bolivar,13 - 650,13 - 650 - 006,SAN FERNANDO,El Palmar,C,9,,,
Bolivar,13 - 650,13 - 650 - 008,SAN FERNANDO,El Porvenir,C,,,,
Bolivar,13 - 650,13 - 650 - 009,SAN FERNANDO,Cuatro Bocas,CAS,6,,,
Bolivar,13 - 650,13 - 650 - 010,SAN FERNANDO,El Contadero,C,,,,
Bolivar,13 - 650,13 - 650 - 011,SAN FERNANDO,El Gato,C,,,,
Bolivar,13 - 650,13 - 650 - 012,SAN FERNANDO,El Jolon,C,,,,
Bolivar,13 - 650,13 - 650 - 013,SAN FERNANDO,La Guadua,C,,,,
Bolivar,13 - 650,13 - 650 - 014,SAN FERNANDO,Las Cuevas,C,,,,
Bolivar,13 - 650,13 - 650 - 015,SAN FERNANDO,Pampanillo,C,,,,
Bolivar,13 - 654,13 - 654 - 000,SAN JACINTO,San Jacinto,CM,387,1899,,
Bolivar,13 - 654,13 - 654 - 001,SAN JACINTO,Arenas,C,19,,,
Bolivar,13 - 654,13 - 654 - 002,SAN JACINTO,Bajo Grande,C,25,,,
Bolivar,13 - 654,13 - 654 - 003,SAN JACINTO,Las Palmas,C,63,,,
Bolivar,13 - 654,13 - 654 - 005,SAN JACINTO,San Cristóbal,C,12,,,
Bolivar,13 - 654,13 - 654 - 006,SAN JACINTO,Las Charquitas,C,8,,,
Bolivar,13 - 654,13 - 654 - 007,SAN JACINTO,Paraíso,C,12,,,
Bolivar,13 - 654,13 - 654 - 008,SAN JACINTO,Las Mercedes,CAS,,,,
Bolivar,13 - 654,13 - 654 - 009,SAN JACINTO,Villa Alegría,CAS,9,,,
Bolivar,13 - 655,13 - 655 - 000,SAN JACINTO DEL CAUCA,San Jacinto Del Cauca,CM,24,1997,Ordenanza 13 de mayo 9 de 1997,ACHI
Bolivar,13 - 655,13 - 655 - 001,SAN JACINTO DEL CAUCA,Tenche,C,,,,
Bolivar,13 - 655,13 - 655 - 002,SAN JACINTO DEL CAUCA,Bermúdez,C,,,,
Bolivar,13 - 655,13 - 655 - 003,SAN JACINTO DEL CAUCA,Caimital,C,13,,,
Bolivar,13 - 655,13 - 655 - 004,SAN JACINTO DEL CAUCA,La Raya,C,9,,,
Bolivar,13 - 655,13 - 655 - 005,SAN JACINTO DEL CAUCA,Galindo,C,16,,,
Bolivar,13 - 655,13 - 655 - 006,SAN JACINTO DEL CAUCA,Méjico,C,17,,,
Bolivar,13 - 655,13 - 655 - 007,SAN JACINTO DEL CAUCA,Astilleros,C,6,,,
Bolivar,13 - 657,13 - 657 - 000,SAN JUAN NEPOMUCENO,San Juan Nepomuceno,CM,447,1780,,Carmen de Bolivar
Bolivar,13 - 657,13 - 657 - 001,SAN JUAN NEPOMUCENO,Corralito,C,18,,,
Bolivar,13 - 657,13 - 657 - 002,SAN JUAN NEPOMUCENO,La Haya,C,22,,,
Bolivar,13 - 657,13 - 657 - 003,SAN JUAN NEPOMUCENO,San José Del Peñón (Las Porqueras),C,23,,,
Bolivar,13 - 657,13 - 657 - 004,SAN JUAN NEPOMUCENO,San Agustín,C,36,,,
Bolivar,13 - 657,13 - 657 - 005,SAN JUAN NEPOMUCENO,San Cayetano,C,76,,,
Bolivar,13 - 657,13 - 657 - 006,SAN JUAN NEPOMUCENO,San Pedro Consolado,C,59,,,
Bolivar,13 - 667,13 - 667 - 000,SAN MARTÍN DE LOBA,San Martín De Loba,CM,98,1690,,
Bolivar,13 - 667,13 - 667 - 002,SAN MARTÍN DE LOBA,Chimi,C,40,,,
Bolivar,13 - 667,13 - 667 - 009,SAN MARTÍN DE LOBA,Papayal,C,69,,,
Bolivar,13 - 667,13 - 667 - 010,SAN MARTÍN DE LOBA,Las Playitas,C,40,,,
Bolivar,13 - 667,13 - 667 - 014,SAN MARTÍN DE LOBA,Pueblo Nuevo Cerro De Julio,C,21,,,
Bolivar,13 - 667,13 - 667 - 015,SAN MARTÍN DE LOBA,El Jobo,C,,,,
Bolivar,13 - 667,13 - 667 - 016,SAN MARTÍN DE LOBA,El Varal,C,,,,
Bolivar,13 - 670,13 - 670 - 000,SAN PABLO,San Pablo,CM,108,1968,Ordenanza 2 de Octubre 30 de 1968,Simití
Bolivar,13 - 670,13 - 670 - 002,SAN PABLO,Canaletal,C,14,,,
Bolivar,13 - 670,13 - 670 - 003,SAN PABLO,Santo Domingo,C,18,,,
Bolivar,13 - 670,13 - 670 - 004,SAN PABLO,El Carmen,C,9,,,
Bolivar,13 - 670,13 - 670 - 007,SAN PABLO,Pozo Azul,C,16,,,
Bolivar,13 - 670,13 - 670 - 008,SAN PABLO,San Juan Alto,C,,,,
Bolivar,13 - 670,13 - 670 - 009,SAN PABLO,Cañabraval,C,6,,,
Bolivar,13 - 670,13 - 670 - 010,SAN PABLO,Aguasucia,CP,,,,
Bolivar,13 - 670,13 - 670 - 011,SAN PABLO,Cerro Azul,CP,,,,
Bolivar,13 - 670,13 - 670 - 012,SAN PABLO,Vallecito,CP,,,,
Bolivar,13 - 670,13 - 670 - 013,SAN PABLO,Villanueva,CP,,,,
Bolivar,13 - 670,13 - 670 - 014,SAN PABLO,La Virgencita,CP,,,,
Bolivar,13 - 670,13 - 670 - 015,SAN PABLO,Cañabraval Bajo,C,,,,
Bolivar,13 - 670,13 - 670 - 016,SAN PABLO,Cucu,C,,,,
Bolivar,13 - 670,13 - 670 - 017,SAN PABLO,El Rosario,C,,,,
Bolivar,13 - 670,13 - 670 - 018,SAN PABLO,La Fría,C,,,,
Bolivar,13 - 670,13 - 670 - 019,SAN PABLO,La Unión,C,,,,
Bolivar,13 - 670,13 - 670 - 020,SAN PABLO,Los Caguises,C,,,,
Bolivar,13 - 670,13 - 670 - 021,SAN PABLO,Patio Bonito,C,,,,
Bolivar,13 - 673,13 - 673 - 000,SANTA CATALINA,Santa Catalina,CM,100,1772,,
Bolivar,13 - 673,13 - 673 - 003,SANTA CATALINA,Galerazamba,C,55,,,
Bolivar,13 - 673,13 - 673 - 005,SANTA CATALINA,Loma De Arena,C,80,,,
Bolivar,13 - 673,13 - 673 - 006,SANTA CATALINA,Pueblo Nuevo,C,28,,,
Bolivar,13 - 673,13 - 673 - 007,SANTA CATALINA,Colorado,C,10,,,
Bolivar,13 - 683,13 - 683 - 000,SANTA ROSA,Santa Rosa De Lima,CM,198,1799,,
Bolivar,13 - 688,13 - 688 - 000,SANTA ROSA DEL SUR,Santa Rosa Del Sur,CM,99,1984,Ordenanza 21 de Noviembre 23 de 1984,Simiti
Bolivar,13 - 688,13 - 688 - 002,SANTA ROSA DEL SUR,Buenavista,C,,,,
Bolivar,13 - 688,13 - 688 - 005,SANTA ROSA DEL SUR,Fátima,C,,,,
Bolivar,13 - 688,13 - 688 - 007,SANTA ROSA DEL SUR,Canelos,C,,,,
Bolivar,13 - 688,13 - 688 - 009,SANTA ROSA DEL SUR,San José,C,,,,
Bolivar,13 - 688,13 - 688 - 011,SANTA ROSA DEL SUR,San Lucas,C,,,,
Bolivar,13 - 688,13 - 688 - 013,SANTA ROSA DEL SUR,Villa Flor,C,,,,
Bolivar,13 - 688,13 - 688 - 014,SANTA ROSA DEL SUR,Arrayanes,CP,,,,
Bolivar,13 - 688,13 - 688 - 015,SANTA ROSA DEL SUR,San Francisco,CP,,,,
Bolivar,13 - 688,13 - 688 - 016,SANTA ROSA DEL SUR,San Isidro,CP,,,,
Bolivar,13 - 688,13 - 688 - 018,SANTA ROSA DEL SUR,San Juan,C,,,,
Bolivar,13 - 688,13 - 688 - 019,SANTA ROSA DEL SUR,Santa Isabel,C,,,,
Bolivar,13 - 744,13 - 744 - 000,SIMITÍ,Simití,CM,85,1649,Ordenanza 02 del 25 de Octubre de 1968,
Bolivar,13 - 744,13 - 744 - 001,SIMITÍ,Campo Pallares,C,,,,
Bolivar,13 - 744,13 - 744 - 006,SIMITÍ,Veracruz,C,,,,
Bolivar,13 - 744,13 - 744 - 007,SIMITÍ,San Blas,C,,,,
Bolivar,13 - 744,13 - 744 - 008,SIMITÍ,San Luis,C,14,,,
Bolivar,13 - 744,13 - 744 - 010,SIMITÍ,Las Brisas,C,,,,
Bolivar,13 - 744,13 - 744 - 011,SIMITÍ,Monterrey,C,30,,,
Bolivar,13 - 744,13 - 744 - 013,SIMITÍ,Animas Altas,CP,,,,
Bolivar,13 - 744,13 - 744 - 014,SIMITÍ,Animas Bajas,CP,,,,
Bolivar,13 - 744,13 - 744 - 015,SIMITÍ,Diamante,CP,,,,
Bolivar,13 - 744,13 - 744 - 016,SIMITÍ,Garzal,CP,,,,
Bolivar,13 - 744,13 - 744 - 017,SIMITÍ,Paraíso,CP,,,,
Bolivar,13 - 744,13 - 744 - 018,SIMITÍ,Paredes De Ororia,CP,,,,
Bolivar,13 - 744,13 - 744 - 019,SIMITÍ,San Joaquín,CP,,,,
Bolivar,13 - 744,13 - 744 - 020,SIMITÍ,Santa Lucía,CP,,,,
Bolivar,13 - 760,13 - 760 - 000,SOPLAVIENTO,Soplaviento,CM,235,1908,,
Bolivar,13 - 780,13 - 780 - 000,TALAIGUA NUEVO,Talaigua Nuevo,CM,88,1984,Ordenanza 10 de Noviembre 22 de 1984,Mompós
Bolivar,13 - 780,13 - 780 - 005,TALAIGUA NUEVO,Cañohondo,C,,,,
Bolivar,13 - 780,13 - 780 - 009,TALAIGUA NUEVO,Porvenir,C,21,,,
Bolivar,13 - 780,13 - 780 - 011,TALAIGUA NUEVO,Vesubio,C,28,,,
Bolivar,13 - 780,13 - 780 - 015,TALAIGUA NUEVO,Las Marías,C,,,,
Bolivar,13 - 780,13 - 780 - 017,TALAIGUA NUEVO,Patico,C,28,,,
Bolivar,13 - 780,13 - 780 - 023,TALAIGUA NUEVO,Talaigua Viejo,C,25,,,
Bolivar,13 - 780,13 - 780 - 024,TALAIGUA NUEVO,Ladera De San Martín,C,13,,,
Bolivar,13 - 780,13 - 780 - 025,TALAIGUA NUEVO,Peñón De Durán,C,13,,,
Bolivar,13 - 780,13 - 780 - 026,TALAIGUA NUEVO,Los Mangos,C,,,,
Bolivar,13 - 780,13 - 780 - 027,TALAIGUA NUEVO,Tupe,C,,,,
Bolivar,13 - 810,13 - 810 - 000,TIQUISIO,Puerto Rico,CM,80,1994,Ordenanza 30 de diciembre 13 de 1994,Pinillos
Bolivar,13 - 810,13 - 810 - 001,TIQUISIO,Aguas Negras,C,,,,
Bolivar,13 - 810,13 - 810 - 002,TIQUISIO,Bocas De Solis,C,,,,
Bolivar,13 - 810,13 - 810 - 003,TIQUISIO,Colorado,C,46,,,
Bolivar,13 - 810,13 - 810 - 004,TIQUISIO,Dos Bocas,C,,,,
Bolivar,13 - 810,13 - 810 - 005,TIQUISIO,El Sudán,C,53,,,
Bolivar,13 - 810,13 - 810 - 006,TIQUISIO,La Ventura,C,18,,,
Bolivar,13 - 810,13 - 810 - 007,TIQUISIO,Palma Esteral,C,,,,
Bolivar,13 - 810,13 - 810 - 008,TIQUISIO,Puerto Coca,C,23,,,
Bolivar,13 - 810,13 - 810 - 009,TIQUISIO,Quebrada Del Medio,C,,,,
Bolivar,13 - 810,13 - 810 - 010,TIQUISIO,Sabanas Del Firme,C,,,,
Bolivar,13 - 810,13 - 810 - 011,TIQUISIO,Tiquisio Nuevo,C,32,,,
Bolivar,13 - 836,13 - 836 - 000,TURBACO,Turbaco,CM,714,1599,,
Bolivar,13 - 836,13 - 836 - 001,TURBACO,Cañaveral,C,56,,,
Bolivar,13 - 836,13 - 836 - 002,TURBACO,San José De Chiquito,C,4,,,
Bolivar,13 - 838,13 - 838 - 000,TURBANÁ,Turbaná,CM,120,1894,Ordenanza 41 de Julio 18 de 1894,
Bolivar,13 - 838,13 - 838 - 001,TURBANÁ,Ballestas,C,20,,,
Bolivar,13 - 838,13 - 838 - 002,TURBANÁ,El Cobado (El Pueblito),C,15,,,
Bolivar,13 - 873,13 - 873 - 000,VILLANUEVA,Villanueva,CM,163,1770,,
Bolivar,13 - 873,13 - 873 - 001,VILLANUEVA,Zipacoa,C,29,,,
Bolivar,13 - 894,13 - 894 - 000,ZAMBRANO,Zambrano,CM,209,1899,,
Cesar,20 - 001,20 - 001 - 000,VALLEDUPAR,Valledupar,CM,3226,1915,,
Cesar,20 - 001,20 - 001 - 001,VALLEDUPAR,Aguas Blancas,C,106,,,
Cesar,20 - 001,20 - 001 - 002,VALLEDUPAR,Atanquez,C,129,,,
Cesar,20 - 001,20 - 001 - 003,VALLEDUPAR,Badillo,C,22,,,
Cesar,20 - 001,20 - 001 - 005,VALLEDUPAR,Caracolí,C,21,,,
Cesar,20 - 001,20 - 001 - 006,VALLEDUPAR,Chemesquemena,C,38,,,
Cesar,20 - 001,20 - 001 - 007,VALLEDUPAR,Guatapurí,C,44,,,
Cesar,20 - 001,20 - 001 - 009,VALLEDUPAR,Guacoche,C,49,,,
Cesar,20 - 001,20 - 001 - 010,VALLEDUPAR,Guaimaral,C,86,,,
Cesar,20 - 001,20 - 001 - 011,VALLEDUPAR,La Mina,C,95,,,
Cesar,20 - 001,20 - 001 - 012,VALLEDUPAR,Los Venados,C,68,,,
Cesar,20 - 001,20 - 001 - 013,VALLEDUPAR,Maríangola,C,123,,,
Cesar,20 - 001,20 - 001 - 014,VALLEDUPAR,Patillal,C,79,,,
Cesar,20 - 001,20 - 001 - 018,VALLEDUPAR,Valencia De Jesus,C,29,,,
Cesar,20 - 001,20 - 001 - 022,VALLEDUPAR,Guacochito,C,23,,,
Cesar,20 - 001,20 - 001 - 024,VALLEDUPAR,Los Calabazos,CAS,,,,
Cesar,20 - 001,20 - 001 - 025,VALLEDUPAR,Los Corazones,C,26,,,
Cesar,20 - 001,20 - 001 - 026,VALLEDUPAR,Los Haticos,C,13,,,
Cesar,20 - 001,20 - 001 - 027,VALLEDUPAR,Azúcar Buena (La Mesa),C,14,,,
Cesar,20 - 001,20 - 001 - 028,VALLEDUPAR,Las Raíces,C,14,,,
Cesar,20 - 001,20 - 001 - 031,VALLEDUPAR,Río Seco,C,45,,,
Cesar,20 - 001,20 - 001 - 032,VALLEDUPAR,Vega Arriba,C,13,,,
Cesar,20 - 001,20 - 001 - 034,VALLEDUPAR,Villa Germania,C,31,,,
Cesar,20 - 001,20 - 001 - 036,VALLEDUPAR,El Jabo,C,17,,,
Cesar,20 - 001,20 - 001 - 037,VALLEDUPAR,Alto De La Vuelta,C,9,,,
Cesar,20 - 001,20 - 001 - 038,VALLEDUPAR,Haticos Ii,CAS,14,,,
Cesar,20 - 001,20 - 001 - 039,VALLEDUPAR,San Martín (El Perro),C,10,,,
Cesar,20 - 001,20 - 001 - 040,VALLEDUPAR,Las Mercedes,CAS,10,,,
Cesar,20 - 001,20 - 001 - 041,VALLEDUPAR,Sabana Crespo,C,3,,,
Cesar,20 - 001,20 - 001 - 042,VALLEDUPAR,Las Casitas,CAS,2,,,
Cesar,20 - 001,20 - 001 - 043,VALLEDUPAR,El Alto,C,,,,
Cesar,20 - 011,20 - 011 - 000,AGUACHICA,Aguachica,CM,1060,1857,Ordenanza 40 de 1914,
Cesar,20 - 011,20 - 011 - 001,AGUACHICA,Barrancalebrija,C,45,,,
Cesar,20 - 011,20 - 011 - 006,AGUACHICA,Loma De Corredor,C,26,,,
Cesar,20 - 011,20 - 011 - 009,AGUACHICA,Puerto Patiño,C,19,,,
Cesar,20 - 011,20 - 011 - 010,AGUACHICA,Buturama,C,6,,,
Cesar,20 - 011,20 - 011 - 011,AGUACHICA,Norean,C,10,,,
Cesar,20 - 011,20 - 011 - 012,AGUACHICA,Santa Lucía,C,10,,,
Cesar,20 - 011,20 - 011 - 014,AGUACHICA,Villa De San Andrés,C,13,,,
Cesar,20 - 011,20 - 011 - 018,AGUACHICA,Campo Amalia,C,16,,,
Cesar,20 - 011,20 - 011 - 025,AGUACHICA,El Juncal,C,7,,,
Cesar,20 - 011,20 - 011 - 026,AGUACHICA,La Campana,C,2,,,
Cesar,20 - 013,20 - 013 - 000,AGUSTÍN CODAZZI,Agustín Codazzi,CM,766,1858,Decreto 179 de Feb 25 de 1958,
Cesar,20 - 013,20 - 013 - 001,AGUSTÍN CODAZZI,San Jacinto,C,,,,
Cesar,20 - 013,20 - 013 - 002,AGUSTÍN CODAZZI,Casacaza,C,147,,,
Cesar,20 - 013,20 - 013 - 003,AGUSTÍN CODAZZI,Llerasca,C,60,,,
Cesar,20 - 013,20 - 013 - 004,AGUSTÍN CODAZZI,Sicarare,C,,,,
Cesar,20 - 013,20 - 013 - 006,AGUSTÍN CODAZZI,Punta Arrecha,CAS,7,,,
Cesar,20 - 013,20 - 013 - 007,AGUSTÍN CODAZZI,San Ramón,CAS,10,,,
Cesar,20 - 032,20 - 032 - 000,ASTREA,Astrea,CM,105,1984,Ordenanza 13 de Noviembre 26 de 1984,Chimichagua
Cesar,20 - 032,20 - 032 - 001,ASTREA,Arjona,C,42,,,
Cesar,20 - 032,20 - 032 - 003,ASTREA,El Yucal,CAS,,,,
Cesar,20 - 032,20 - 032 - 005,ASTREA,Santa Cecilia,C,16,,,
Cesar,20 - 032,20 - 032 - 006,ASTREA,El Hebrón,CAS,11,,,
Cesar,20 - 032,20 - 032 - 007,ASTREA,El Jobo,CP,,,,
Cesar,20 - 045,20 - 045 - 000,BECERRIL,Becerril,CM,202,1977,Ordenanza 020 del 24 de Noviembre de 1977,Agustin Codazzi
Cesar,20 - 045,20 - 045 - 001,BECERRIL,Estados Unidos,C,23,,,
Cesar,20 - 045,20 - 045 - 002,BECERRIL,Tamaquito,CAS,,,,
Cesar,20 - 045,20 - 045 - 003,BECERRIL,Campo/Alegre/Arzario,CP,,,,
Cesar,20 - 045,20 - 045 - 004,BECERRIL,La Guajirita,CP,,,,
Cesar,20 - 060,20 - 060 - 000,BOSCONIA,Bosconia,CM,364,1979,Ordenanza 1 de Noviembre 6 de 1979,El Copey
Cesar,20 - 060,20 - 060 - 001,BOSCONIA,Las Pavas,CAS,,,,
Cesar,20 - 060,20 - 060 - 002,BOSCONIA,Bocas De Tigre,CAS,,,,
Cesar,20 - 060,20 - 060 - 004,BOSCONIA,Loma Colorada,C,16,,,
Cesar,20 - 060,20 - 060 - 005,BOSCONIA,Alto De Minas,CP,,,,
Cesar,20 - 060,20 - 060 - 006,BOSCONIA,El Edén,CP,,,,
Cesar,20 - 060,20 - 060 - 007,BOSCONIA,El Tropezón,CP,,,,
Cesar,20 - 060,20 - 060 - 008,BOSCONIA,Loma Linda,CP,,,,
Cesar,20 - 060,20 - 060 - 009,BOSCONIA,Nueva Idea,CP,,,,
Cesar,20 - 060,20 - 060 - 010,BOSCONIA,Puerto Lajas,CP,,,,
Cesar,20 - 175,20 - 175 - 000,CHIMICHAGUA,Chimichagua,CM,208,1892,Ordenanza 0054 de 1892,
Cesar,20 - 175,20 - 175 - 004,CHIMICHAGUA,Candelaria,C,33,,,
Cesar,20 - 175,20 - 175 - 005,CHIMICHAGUA,El Guamo,C,15,,,
Cesar,20 - 175,20 - 175 - 009,CHIMICHAGUA,Las Vegas,C,21,,,
Cesar,20 - 175,20 - 175 - 010,CHIMICHAGUA,Mandinguilla,C,36,,,
Cesar,20 - 175,20 - 175 - 011,CHIMICHAGUA,Saloa,C,67,,,
Cesar,20 - 175,20 - 175 - 013,CHIMICHAGUA,Sempegua,C,26,,,
Cesar,20 - 175,20 - 175 - 014,CHIMICHAGUA,Soledad,C,16,,,
Cesar,20 - 175,20 - 175 - 016,CHIMICHAGUA,La Mata,C,25,,,
Cesar,20 - 175,20 - 175 - 022,CHIMICHAGUA,Higo Amarillo,CAS,5,,,
Cesar,20 - 178,20 - 178 - 000,CHIRIGUANÁ,Chiriguaná,CM,171,1888,Ordenanza 04 de 1888,
Cesar,20 - 178,20 - 178 - 006,CHIRIGUANÁ,Poponte,C,32,,,
Cesar,20 - 178,20 - 178 - 008,CHIRIGUANÁ,Rincón Hondo,C,121,,,
Cesar,20 - 178,20 - 178 - 014,CHIRIGUANÁ,La Aurora,CAS,32,,,
Cesar,20 - 178,20 - 178 - 015,CHIRIGUANÁ,Estación Chiriguaná,CAS,19,,,
Cesar,20 - 178,20 - 178 - 016,CHIRIGUANÁ,La Sierra,C,35,,,
Cesar,20 - 178,20 - 178 - 017,CHIRIGUANÁ,Agua Fría,CAS,12,,,
Cesar,20 - 178,20 - 178 - 018,CHIRIGUANÁ,El Cruce De La Sierra,CAS,14,,,
Cesar,20 - 178,20 - 178 - 019,CHIRIGUANÁ,Arenas Blancas,CAS,10,,,
Cesar,20 - 178,20 - 178 - 020,CHIRIGUANÁ,La Estación,CP,,,,
Cesar,20 - 178,20 - 178 - 021,CHIRIGUANÁ,Los Cerrajones,CP,,,,
Cesar,20 - 178,20 - 178 - 022,CHIRIGUANÁ,Ojo De Agua,CP,,,,
Cesar,20 - 228,20 - 228 - 000,CURUMANÍ,Curumaní,CM,359,1965,Ordenanza 36 del 16 de Noviembre de 1965,Chiriguana
Cesar,20 - 228,20 - 228 - 001,CURUMANÍ,Sabanagrande,C,32,,,
Cesar,20 - 228,20 - 228 - 002,CURUMANÍ,San Roque,C,110,,,
Cesar,20 - 228,20 - 228 - 003,CURUMANÍ,San Sebastián,C,23,,,
Cesar,20 - 228,20 - 228 - 004,CURUMANÍ,Santa Isabel,C,54,,,
Cesar,20 - 228,20 - 228 - 007,CURUMANÍ,Guaimaral,IP,10,,,
Cesar,20 - 228,20 - 228 - 008,CURUMANÍ,Barrio Acosta,CAS,3,,,
Cesar,20 - 228,20 - 228 - 009,CURUMANÍ,Hojancha,CAS,8,,,
Cesar,20 - 228,20 - 228 - 010,CURUMANÍ,Las Vegas,CAS,,,,
Cesar,20 - 228,20 - 228 - 011,CURUMANÍ,El Mamey La Serena,C,,,,
Cesar,20 - 238,20 - 238 - 000,EL COPEY,El Copey,CM,431,1971,Ordenanza 8 de Noviembre 3 de 1971,Valledupar
Cesar,20 - 238,20 - 238 - 002,EL COPEY,Caracolicito,C,76,,,
Cesar,20 - 238,20 - 238 - 003,EL COPEY,Chimila,C,36,,,
Cesar,20 - 238,20 - 238 - 004,EL COPEY,San Francisco De Asís,C,14,,,
Cesar,20 - 250,20 - 250 - 000,EL PASO,El Paso,CM,62,1979,Ordenanza 29 de 1979,Chiriguaná
Cesar,20 - 250,20 - 250 - 001,EL PASO,El Vallito,C,31,,,
Cesar,20 - 250,20 - 250 - 002,EL PASO,La Loma,C,90,,,
Cesar,20 - 250,20 - 250 - 003,EL PASO,Potrerillo,C,23,,,
Cesar,20 - 250,20 - 250 - 004,EL PASO,Cuatro Vientos,C,34,,,
Cesar,20 - 250,20 - 250 - 005,EL PASO,Pueblo Regado,CAS,15,,,
Cesar,20 - 250,20 - 250 - 006,EL PASO,El Carmen,CAS,17,,,
Cesar,20 - 295,20 - 295 - 000,GAMARRA,Gamarra,CM,132,1929,Ordenanza 15 de Abril 9 de 1929,
Cesar,20 - 295,20 - 295 - 001,GAMARRA,La Estación,C,21,,,
Cesar,20 - 295,20 - 295 - 002,GAMARRA,El Contento,C,20,,,
Cesar,20 - 295,20 - 295 - 004,GAMARRA,Palenquillo,C,22,,,
Cesar,20 - 295,20 - 295 - 005,GAMARRA,Puerto Mosquito,C,25,,,
Cesar,20 - 295,20 - 295 - 006,GAMARRA,Puerto Viejo,C,13,,,
Cesar,20 - 295,20 - 295 - 007,GAMARRA,Cascajal,CAS,6,,,
Cesar,20 - 295,20 - 295 - 008,GAMARRA,Mahoma,CP,,,,
Cesar,20 - 295,20 - 295 - 009,GAMARRA,Puerto Capulco,CP,,,,
Cesar,20 - 310,20 - 310 - 000,GONZÁLEZ,González,CM,33,1915,Ordenanza 31 de 1915,
Cesar,20 - 310,20 - 310 - 001,GONZÁLEZ,Bujaravita,C,,,,
Cesar,20 - 310,20 - 310 - 002,GONZÁLEZ,Búrbura,C,13,,,
Cesar,20 - 310,20 - 310 - 003,GONZÁLEZ,Culebrita,C,,,,
Cesar,20 - 310,20 - 310 - 004,GONZÁLEZ,El Potrero,C,,,,
Cesar,20 - 310,20 - 310 - 006,GONZÁLEZ,Montera,C,,,,
Cesar,20 - 310,20 - 310 - 007,GONZÁLEZ,San Isidro,C,7,,,
Cesar,20 - 310,20 - 310 - 008,GONZÁLEZ,Bijagual,C,,,,
Cesar,20 - 310,20 - 310 - 009,GONZÁLEZ,Mata De Fique,C,,,,
Cesar,20 - 383,20 - 383 - 000,LA GLORIA,La Gloria,CM,66,1916,Ordenanza 32 de 1916,
Cesar,20 - 383,20 - 383 - 001,LA GLORIA,Ayacucho,C,38,,,
Cesar,20 - 383,20 - 383 - 002,LA GLORIA,Carolina,C,3,,,
Cesar,20 - 383,20 - 383 - 003,LA GLORIA,Molina,C,14,,,
Cesar,20 - 383,20 - 383 - 004,LA GLORIA,San Pablo,C,,,,
Cesar,20 - 383,20 - 383 - 005,LA GLORIA,Simaña,C,35,,,
Cesar,20 - 383,20 - 383 - 006,LA GLORIA,Besote,C,7,,,
Cesar,20 - 383,20 - 383 - 007,LA GLORIA,Bubeta,C,,,,
Cesar,20 - 383,20 - 383 - 010,LA GLORIA,La Mata,C,27,,,
Cesar,20 - 400,20 - 400 - 000,LA JAGUA DE IBIRICO,La Jagua De Ibirico,CM,323,1979,Ordenanza 5 de Diciembre 5 de 1979,Chiriguana
Cesar,20 - 400,20 - 400 - 001,LA JAGUA DE IBIRICO,Las Palmitas,C,52,,,
Cesar,20 - 400,20 - 400 - 002,LA JAGUA DE IBIRICO,La Victoria De San Isidro,C,53,,,
Cesar,20 - 400,20 - 400 - 003,LA JAGUA DE IBIRICO,Boquerón,IP,8,,,
Cesar,20 - 443,20 - 443 - 000,MANAURE,Balcon Del Cesar,CM,109,1980,Ordenanza 19 de Noviembre 28 de 1980,La Paz
Cesar,20 - 517,20 - 517 - 000,PAILITAS,Pailitas,CM,209,1968,Ordenanza 38 de 1968,Tamalameque
Cesar,20 - 517,20 - 517 - 001,PAILITAS,La Floresta,CAS,9,,,
Cesar,20 - 517,20 - 517 - 002,PAILITAS,Rivera,CAS,,,,
Cesar,20 - 517,20 - 517 - 004,PAILITAS,Palestina,C,41,,,
Cesar,20 - 517,20 - 517 - 005,PAILITAS,Los Llanos,C,,,,
Cesar,20 - 517,20 - 517 - 006,PAILITAS,El Burro,CAS,10,,,
